#Image: square
#
#Iteration           	Opt. Energy         	Elastica MDCA       	Perimeter           	Unlabeled           	Area                	Perimeter^2/Area    	Elastica II         	
0                   	-1.000000           	4.118392            	112.001228          	33908592.000000     	798.062500          	15.718412           	1.649428            		
1                   	-52.534072          	4.678941            	110.166884          	0.000000            	794.812500          	15.269944           	1.452434            		
2                   	-51.946479          	3.603378            	108.498558          	0.000000            	791.062500          	14.881172           	1.295012            		
3                   	-59.076825          	2.189827            	107.483573          	0.000000            	789.312500          	14.636432           	1.197901            		
4                   	-80.496380          	1.664901            	106.556110          	0.000000            	786.562500          	14.435222           	1.156964            		
5                   	-87.087291          	1.478677            	105.721871          	0.000000            	782.562500          	14.282711           	1.062237            		
6                   	-79.615971          	1.005465            	104.798779          	0.000000            	779.812500          	14.083878           	0.996450            		
7                   	-81.765255          	0.868069            	103.975316          	0.000000            	775.062500          	13.948380           	0.941088            		
8                   	-76.113410          	0.920273            	103.252221          	0.000000            	772.062500          	13.808495           	0.888492            		
9                   	-76.915622          	0.889395            	102.616789          	0.000000            	768.312500          	13.705628           	0.850899            		
10                  	-75.960854          	0.732360            	101.990969          	0.000000            	764.812500          	13.600926           	0.818193            		
11                  	-73.378216          	0.757530            	101.288923          	0.000000            	759.562500          	13.507046           	0.786954            		
12                  	-66.902654          	0.713974            	100.807910          	0.000000            	756.062500          	13.440998           	0.747914            		
13                  	-73.527969          	0.703435            	100.326912          	0.000000            	753.062500          	13.366074           	0.734192            		
14                  	-70.980011          	0.619439            	99.778846           	0.000000            	749.312500          	13.286604           	0.714191            		
15                  	-68.339967          	0.637972            	99.175064           	0.000000            	744.812500          	13.205596           	0.684555            		
16                  	-65.125033          	0.627526            	98.686341           	0.000000            	740.062500          	13.159691           	0.668025            		
17                  	-66.646612          	0.787656            	98.184704           	0.000000            	736.062500          	13.097035           	0.650663            		
18                  	-64.979817          	17.266771           	98.131723           	0.000000            	732.562500          	13.145411           	0.670357            		
19                  	-63.765324          	0.773679            	97.519523           	0.000000            	730.312500          	13.021902           	0.627824            		
20                  	-70.035406          	0.693641            	97.503771           	0.000000            	728.562500          	13.048963           	0.621309            		
21                  	-70.462465          	0.576488            	97.212489           	0.000000            	726.312500          	13.011297           	0.613959            		
