Iteration           EnergyValue II      EnergyValue MDCA    
0.000000            2.991810            7.004368            
1.000000            2.795175            9.050851            
2.000000            2.596319            10.006048           
3.000000            2.413797            8.683800            
4.000000            2.245864            5.594137            
5.000000            2.101887            5.558435            
6.000000            1.971481            7.435916            
7.000000            1.853418            7.925925            
8.000000            1.744244            6.024969            
9.000000            1.650601            7.168308            
10.000000           1.562887            6.796182            
11.000000           1.488834            6.652444            
12.000000           1.422672            6.466689            
13.000000           1.357326            6.054314            
14.000000           1.306361            6.024749            
15.000000           1.261342            5.689465            
16.000000           1.222166            5.978483            
17.000000           1.174558            5.693640            
18.000000           1.132425            5.598431            
19.000000           1.092970            5.842512            
20.000000           1.055592            5.499478            
21.000000           1.021363            5.421513            
22.000000           0.989708            4.980712            
23.000000           0.961194            6.135562            
24.000000           0.934084            6.370447            
25.000000           0.908494            6.432306            
26.000000           0.885252            6.835473            
27.000000           0.864832            6.319717            
28.000000           0.846357            6.334890            
29.000000           0.829351            6.375266            
30.000000           0.812633            6.992228            
31.000000           0.796682            6.864785            
32.000000           0.781962            6.858271            
33.000000           0.767329            7.817328            
34.000000           0.753590            7.251983            
35.000000           0.741454            8.749846            
36.000000           0.731100            8.745561            
37.000000           0.720769            7.183144            
38.000000           0.711176            7.015449            
39.000000           0.702008            7.030681            
40.000000           0.693080            6.420505            
41.000000           0.684577            6.524101            
42.000000           0.676213            6.590282            
43.000000           0.668266            6.590431            
44.000000           0.660511            6.592777            
45.000000           0.653374            6.614855            
46.000000           0.647000            6.616924            
47.000000           0.639079            7.147316            
48.000000           0.631770            7.136871            
49.000000           0.625174            7.142982            
50.000000           0.619389            7.079405            
51.000000           0.613388            7.078000            
52.000000           0.607651            6.956916            
53.000000           0.601780            6.951374            
54.000000           0.595900            6.778206            
55.000000           0.590468            6.819208            
56.000000           0.584592            6.993048            
57.000000           0.579405            6.988337            
58.000000           0.573916            6.998236            
59.000000           0.568363            7.095083            
60.000000           0.563289            8.676318            
61.000000           0.558503            7.384686            
62.000000           0.553407            7.480301            
63.000000           0.547814            7.642107            
64.000000           0.543816            7.718101            
65.000000           0.540342            7.799020            
66.000000           0.536538            7.839109            
67.000000           0.532249            7.898173            
68.000000           0.528407            8.171434            
69.000000           0.525472            8.249994            
70.000000           0.520921            8.393506            
71.000000           0.518076            8.610344            
72.000000           0.514156            10.006071           
73.000000           0.510256            8.794172            
74.000000           0.506885            8.765601            
75.000000           0.504007            8.782298            
76.000000           0.501429            8.834726            
77.000000           0.498337            8.436282            
78.000000           0.496270            8.526177            
79.000000           0.494098            8.988371            
80.000000           0.491884            9.710423            
81.000000           0.489388            9.124699            
82.000000           0.487027            9.406845            
83.000000           0.484844            9.257941            
84.000000           0.481875            8.786051            
85.000000           0.480205            8.478227            
86.000000           0.479097            8.859987            
87.000000           0.477910            8.955132            
88.000000           0.476940            8.651304            
89.000000           0.475726            8.666330            
90.000000           0.474815            8.555696            
91.000000           0.473879            8.711972            
92.000000           0.473221            8.810635            
93.000000           0.471805            8.678336            
94.000000           0.470563            10.042235           
95.000000           0.469176            11.262667           
96.000000           0.468474            8.609923            
97.000000           0.467954            8.807356            
97.000000           0.467954            8.807356            
98.000000           0.467234            9.286327            
99.000000           0.467035            9.098584            
100.000000          0.466968            9.104773            
101.000000          0.466721            9.098619            
102.000000          0.466689            9.103396            
103.000000          0.466503            9.302948            
104.000000          0.465854            9.615803            
105.000000          0.465746            9.428133            
106.000000          0.465207            9.319387            
107.000000          0.464401            9.719906            
108.000000          0.463900            9.878891            
109.000000          0.462964            10.106519           
110.000000          0.462411            10.157989           
111.000000          0.462382            10.019591           
112.000000          0.461913            9.998464            
112.000000          0.461913            9.998464            
112.000000          0.461913            9.998464            
113.000000          0.461740            10.111005           
114.000000          0.461537            9.993989            
114.000000          0.461537            9.993989            
114.000000          0.461537            9.993989            
115.000000          0.461472            9.987139            
115.000000          0.461472            9.987139            
115.000000          0.461472            9.987139            
115.000000          0.461472            9.987139            
115.000000          0.461472            9.987139            
116.000000          0.460973            9.878765            
117.000000          0.460951            9.222927            
118.000000          0.460059            9.110113            
119.000000          0.459973            9.336091            
120.000000          0.459591            9.258051            
120.000000          0.459591            9.258051            
120.000000          0.459591            9.258051            
120.000000          0.459591            9.258051            
120.000000          0.459591            9.258051            
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           
121.000000          0.459318            11.110188           


#4809s 4809015ms 4809015464us 
Initial digital shape size: 8315 pixels.
