Iteration           EnergyValue II      EnergyValue MDCA    
0.000000            5.000506            4.243982            
1.000000            4.840037            4.537145            
2.000000            4.637635            4.830309            
3.000000            4.575425            4.666174            
4.000000            4.506037            4.467965            
5.000000            4.445100            4.479867            
6.000000            4.369534            4.391383            
7.000000            4.332634            5.099252            
8.000000            4.247160            5.164002            
9.000000            4.208946            5.949180            
10.000000           4.156507            6.345162            
11.000000           4.142978            5.913956            
12.000000           4.117530            5.712919            
13.000000           4.103927            5.851508            
14.000000           4.051988            6.119285            
15.000000           3.938520            6.771172            
16.000000           3.912301            6.133417            
17.000000           3.899293            6.017512            
18.000000           3.871301            5.907928            
19.000000           3.864944            5.775815            
20.000000           3.855438            6.024335            
21.000000           3.849720            6.313210            
22.000000           3.849431            6.343107            
23.000000           3.848026            6.265164            
23.000000           3.848026            6.265164            
24.000000           3.775996            6.137214            
24.000000           3.775996            6.137214            
25.000000           3.692918            6.054345            
26.000000           3.670135            6.325298            
27.000000           3.599186            6.240661            
28.000000           3.574187            6.366568            
29.000000           3.534098            6.223163            
30.000000           3.507947            6.438735            
31.000000           3.472122            6.444551            
32.000000           3.464688            6.505062            
33.000000           3.425023            6.349976            
34.000000           3.381212            6.330672            
35.000000           3.368024            6.353022            
36.000000           3.310549            6.583459            
37.000000           3.296437            6.532342            
38.000000           3.254610            6.764192            
39.000000           3.229169            6.686602            
40.000000           3.203314            6.830545            
41.000000           3.172727            6.836857            
42.000000           3.161717            6.906770            
43.000000           3.125486            6.953066            
44.000000           3.102664            7.368773            
45.000000           3.086017            7.006128            
46.000000           3.054497            6.432505            
47.000000           3.024357            6.439041            
48.000000           3.008420            6.374541            
49.000000           2.993183            6.541033            
50.000000           2.961614            6.361531            
51.000000           2.955867            6.693517            
52.000000           2.943807            6.839949            
53.000000           2.933948            7.176314            
54.000000           2.922716            7.028630            
55.000000           2.911665            6.910964            
56.000000           2.883979            6.927538            
57.000000           2.880518            6.899847            
58.000000           2.875454            6.883949            
59.000000           2.857364            6.813937            
60.000000           2.849211            7.028407            
61.000000           2.810735            6.978992            
62.000000           2.805846            7.491867            
63.000000           2.783144            7.452352            
64.000000           2.762254            7.433388            
65.000000           2.758356            7.429237            
66.000000           2.753434            7.800085            
67.000000           2.752166            7.570946            
68.000000           2.751620            7.481162            
68.000000           2.751620            7.481162            
69.000000           2.732755            7.480007            
69.000000           2.732755            7.480007            
70.000000           2.711138            7.874440            
70.000000           2.711138            7.874440            
71.000000           2.695377            7.839997            
71.000000           2.695377            7.839997            
72.000000           2.682345            7.861342            
73.000000           2.656688            8.136487            
73.000000           2.656688            8.136487            
74.000000           2.614876            8.038325            
75.000000           2.614452            8.057400            
76.000000           2.611602            8.048413            
77.000000           2.610326            8.760717            
78.000000           2.607334            8.476170            
78.000000           2.607334            8.476170            
79.000000           2.584457            8.455029            
79.000000           2.584457            8.455029            
80.000000           2.557950            8.508569            
80.000000           2.557950            8.508569            
81.000000           2.545392            8.545354            
81.000000           2.545392            8.545354            
82.000000           2.509272            8.565896            
83.000000           2.507959            8.550462            
84.000000           2.506963            8.553979            
85.000000           2.505926            8.700327            
86.000000           2.505637            8.403753            
87.000000           2.504094            8.415397            
88.000000           2.503312            8.795093            
88.000000           2.503312            8.795093            
89.000000           2.491240            9.107789            
89.000000           2.491240            9.107789            
90.000000           2.457684            9.424881            
90.000000           2.457684            9.424881            
91.000000           2.446201            9.243559            
91.000000           2.446201            9.243559            
92.000000           2.432677            9.225744            
93.000000           2.429725            9.057395            
94.000000           2.419890            9.061367            
95.000000           2.414090            9.135867            
95.000000           2.414090            9.135867            
96.000000           2.406232            8.944397            
96.000000           2.406232            8.944397            
97.000000           2.400115            9.151995            
97.000000           2.400115            9.151995            
98.000000           2.392967            9.182584            
98.000000           2.392967            9.182584            
99.000000           2.387028            9.103718            
99.000000           2.387028            9.103718            
100.000000          2.380619            9.726317            
100.000000          2.380619            9.726317            
101.000000          2.360378            10.140688           
101.000000          2.360378            10.140688           
102.000000          2.354852            10.272683           
102.000000          2.354852            10.272683           
103.000000          2.348988            10.207310           
103.000000          2.348988            10.207310           
104.000000          2.344971            9.948156            
104.000000          2.344971            9.948156            
105.000000          2.334287            9.793715            
105.000000          2.334287            9.793715            
106.000000          2.325537            9.753950            
107.000000          2.322850            9.845925            
107.000000          2.322850            9.845925            
108.000000          2.317888            9.849173            
108.000000          2.317888            9.849173            
109.000000          2.313681            9.873043            
109.000000          2.313681            9.873043            
110.000000          2.310431            9.873174            
110.000000          2.310431            9.873174            
111.000000          2.307285            10.199886           
111.000000          2.307285            10.199886           
112.000000          2.305654            10.152197           
113.000000          2.305648            9.730853            
114.000000          2.304672            9.763349            
114.000000          2.304672            9.763349            
115.000000          2.303862            9.716698            
115.000000          2.303862            9.716698            
116.000000          2.292910            9.635464            
116.000000          2.292910            9.635464            
117.000000          2.291961            9.673271            
118.000000          2.291760            9.781747            
119.000000          2.289031            9.802397            
120.000000          2.286415            9.760662            
120.000000          2.286415            9.760662            
121.000000          2.286164            9.731910            
121.000000          2.286164            9.731910            
122.000000          2.283944            9.783930            
122.000000          2.283944            9.783930            
123.000000          2.281259            9.799577            
123.000000          2.281259            9.799577            
