Iteration           EnergyValue II      EnergyValue MDCA    
0.000000            2.344372            9.803080            
1.000000            2.300788            11.393146           
2.000000            2.264324            11.569394           
3.000000            2.233265            12.323511           
4.000000            2.201176            12.480929           
5.000000            2.173580            13.228010           
6.000000            2.150502            13.499870           
7.000000            2.131111            13.726994           
8.000000            2.114545            16.217223           
9.000000            2.099356            17.090140           
10.000000           2.085499            17.061495           
11.000000           2.074531            16.589525           
12.000000           2.064994            16.721489           
13.000000           2.057665            16.477895           
14.000000           2.051236            16.573501           
15.000000           2.045812            16.550886           
16.000000           2.041897            16.142607           
17.000000           2.038430            18.669846           
18.000000           2.036595            16.772128           
19.000000           2.035129            16.390011           
20.000000           2.034948            16.769920           
21.000000           2.034720            16.400287           
22.000000           2.034109            16.797951           
23.000000           2.033775            16.363311           
24.000000           2.033455            16.304930           
25.000000           2.032796            17.716561           
26.000000           2.032529            16.227764           
27.000000           2.032519            16.581415           
27.000000           2.032519            16.581415           
28.000000           2.028144            16.643650           
28.000000           2.028144            16.643650           
29.000000           2.024725            17.206559           
29.000000           2.024725            17.206559           
30.000000           2.021907            17.867756           
31.000000           2.021794            18.762175           
32.000000           2.021494            18.331536           
33.000000           2.021274            17.831371           
34.000000           2.021267            17.975614           
35.000000           2.021209            17.811919           
36.000000           2.021071            17.815647           
37.000000           2.021030            19.305355           
38.000000           2.021025            20.469183           
39.000000           2.020729            18.949188           
40.000000           2.020563            19.625981           
41.000000           2.020444            18.943516           
42.000000           2.020352            18.948794           
43.000000           2.020294            19.613043           
44.000000           2.020021            19.663366           
44.000000           2.020021            19.663366           
45.000000           2.017380            19.408307           
46.000000           2.017299            20.843833           
47.000000           2.016791            19.824485           
48.000000           2.016671            21.450995           
49.000000           2.016604            19.913688           
50.000000           2.016587            19.927568           
51.000000           2.016395            21.038094           
52.000000           2.016385            21.867631           
53.000000           2.015972            22.252719           
53.000000           2.015972            22.252719           
54.000000           2.014232            22.822988           
54.000000           2.014232            22.822988           
55.000000           2.012838            22.547527           
56.000000           2.012635            21.558161           
57.000000           2.011942            20.735735           
57.000000           2.011942            20.735735           
58.000000           2.010825            20.573968           
