#It	EnergyValue
1	14.2602
2	12.5553
3	11.7736
4	11.4448
5	11.1638
6	10.943
7	10.7381
8	10.5529
9	10.192
10	9.9829
11	9.83963
12	9.65256
13	9.42839
14	9.32492
15	9.24406
16	9.18295
17	9.0818
18	9.0184
19	8.94404
20	8.91692
21	8.85907
22	8.81236
23	8.77511
24	8.75652
25	8.74029
26	8.72658
27	8.71451
28	8.70236
29	8.69127
30	8.68089
31	8.67175
32	8.60557
33	8.60115
34	8.59731
35	8.59372
36	8.59247
37	8.59161


#2638s 2638042ms 2638042030us 
