#It	EnergyValue
1	6.69628
2	6.62889
3	6.57063
4	6.51682
5	6.4681
6	6.43467
7	6.40073
8	6.36936
9	6.33541
10	6.3168
11	6.29619
12	6.28002
13	6.26015
14	6.24547
15	6.23614
16	6.22482
17	6.21553
18	6.20767
19	6.19574
20	6.18976
21	6.18742
22	6.18509
23	6.17987
24	6.17806
25	6.1738
26	6.173
27	6.17203
28	6.17129
29	6.17058
30	6.16994
31	6.16936
32	6.16866
33	6.16816
34	6.16782
35	6.16761
36	6.16717
37	6.16686
38	6.16678


#963s 963446ms 963446943us 
Initial digital shape size: 11824 pixels.
