Iteration           EnergyValue II      EnergyValue MDCA    
0.000000            4.948382            3.106135            
1.000000            4.553325            3.232421            
2.000000            4.405186            2.982705            
3.000000            4.300777            3.174631            
4.000000            4.246465            3.139085            
5.000000            4.209680            3.262291            
6.000000            4.156618            3.181659            
7.000000            4.138842            3.193325            
8.000000            4.121158            3.135328            
8.000000            4.121158            3.135328            
9.000000            4.093095            3.083733            
9.000000            4.093095            3.083733            
9.000000            4.093095            3.083733            
10.000000           4.074861            3.093383            
11.000000           4.074426            3.093248            
11.000000           4.074426            3.093248            
11.000000           4.074426            3.093248            
12.000000           4.044053            3.076645            
12.000000           4.044053            3.076645            
12.000000           4.044053            3.076645            
13.000000           4.040175            3.072074            
14.000000           4.023387            3.333764            
15.000000           4.023211            3.331594            
15.000000           4.023211            3.331594            
15.000000           4.023211            3.331594            
16.000000           4.019497            3.316665            
16.000000           4.019497            3.316665            
16.000000           4.019497            3.316665            
17.000000           4.017200            3.305629            
17.000000           4.017200            3.305629            
18.000000           4.015762            3.318897            
18.000000           4.015762            3.318897            
18.000000           4.015762            3.318897            
19.000000           4.015248            3.305497            
20.000000           4.015095            3.301482            
20.000000           4.015095            3.301482            
21.000000           4.013657            3.314750            
21.000000           4.013657            3.314750            
21.000000           4.013657            3.314750            
22.000000           4.013598            3.325466            
22.000000           4.013598            3.325466            
23.000000           4.013255            3.310230            
23.000000           4.013255            3.310230            
23.000000           4.013255            3.310230            
24.000000           3.996634            3.299273            
24.000000           3.996634            3.299273            
24.000000           3.996634            3.299273            
25.000000           3.994661            3.138214            
25.000000           3.994661            3.138214            
26.000000           3.984239            3.180952            
26.000000           3.984239            3.180952            
27.000000           3.978095            3.428886            
27.000000           3.978095            3.428886            
28.000000           3.975916            3.419813            
28.000000           3.975916            3.419813            
28.000000           3.975916            3.419813            
28.000000           3.975916            3.419813            
29.000000           3.971114            3.450189            
30.000000           3.961233            3.434969            
30.000000           3.961233            3.434969            
30.000000           3.961233            3.434969            
31.000000           3.955342            3.401421            
31.000000           3.955342            3.401421            
32.000000           3.954375            3.398999            
32.000000           3.954375            3.398999            
32.000000           3.954375            3.398999            
33.000000           3.952584            3.394540            
33.000000           3.952584            3.394540            
33.000000           3.952584            3.394540            
33.000000           3.952584            3.394540            
34.000000           3.949406            3.456450            
35.000000           3.940049            3.488758            
36.000000           3.938774            3.448135            
37.000000           3.934219            3.464290            
37.000000           3.934219            3.464290            
37.000000           3.934219            3.464290            
37.000000           3.934219            3.464290            
38.000000           3.931123            3.457877            
39.000000           3.924694            3.479503            
39.000000           3.924694            3.479503            
39.000000           3.924694            3.479503            
39.000000           3.924694            3.479503            
40.000000           3.915110            3.340671            
40.000000           3.915110            3.340671            
41.000000           3.915025            3.343213            
41.000000           3.915025            3.343213            
41.000000           3.915025            3.343213            
42.000000           3.907205            3.329421            
42.000000           3.907205            3.329421            
42.000000           3.907205            3.329421            
43.000000           3.905684            3.339089            
43.000000           3.905684            3.339089            
44.000000           3.903348            3.335494            
44.000000           3.903348            3.335494            
44.000000           3.903348            3.335494            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            
45.000000           3.890183            3.327224            


#191s 191169ms 191169831us 
Initial digital shape size: 11527 pixels.
