Iteration           EnergyValue II      EnergyValue MDCA    
0.000000            6.617561            8.125338            
1.000000            6.551809            10.989406           
2.000000            6.201903            8.789546            
3.000000            6.129486            9.112659            
4.000000            6.054029            9.435773            
5.000000            5.980095            9.999856            
6.000000            5.872308            10.221520           
7.000000            5.796239            10.785603           
8.000000            5.684060            10.649848           
9.000000            5.606125            10.220734           
10.000000           5.539570            10.498776           
11.000000           5.475015            11.409656           
12.000000           5.411801            11.385001           
13.000000           5.351308            11.526616           
14.000000           5.299179            12.098789           
15.000000           5.252995            13.574001           
16.000000           5.207663            14.710966           
17.000000           5.153244            17.102970           
18.000000           5.037090            14.407305           
19.000000           4.954872            15.176149           
20.000000           4.825569            17.914489           
21.000000           4.619136            16.515181           
22.000000           4.477673            15.149463           
23.000000           4.351539            16.702451           
24.000000           4.209182            14.542941           
25.000000           3.989758            17.081676           
26.000000           3.793152            14.871154           
27.000000           3.613468            15.433372           
28.000000           3.493704            15.449658           
29.000000           3.362697            14.553932           
30.000000           3.248238            14.364968           
31.000000           3.172288            13.814069           
32.000000           3.104655            15.325167           
33.000000           3.048691            14.308946           
34.000000           3.004705            15.751751           
35.000000           2.966626            15.805586           
36.000000           2.930390            17.529044           
37.000000           2.884167            17.022983           
38.000000           2.825666            17.663453           
39.000000           2.784389            16.961676           
40.000000           2.727678            17.350694           
41.000000           2.685808            18.024795           
42.000000           2.641704            18.523650           
43.000000           2.599159            18.671872           
44.000000           2.556652            19.017467           
45.000000           2.512719            18.811884           
46.000000           2.467163            19.389418           
47.000000           2.424742            18.873705           
48.000000           2.379693            22.183665           
49.000000           2.338870            23.624625           
50.000000           2.259700            23.073909           
51.000000           2.203357            19.104955           
52.000000           2.168648            14.956691           
53.000000           2.078859            11.552251           
54.000000           2.035894            12.690231           
55.000000           1.976890            12.459782           
56.000000           1.931287            13.272406           
57.000000           1.882299            12.433955           
58.000000           1.838767            11.641771           
59.000000           1.780046            11.068829           
60.000000           1.719080            10.627499           
61.000000           1.684837            10.981565           
62.000000           1.632608            9.853865            
63.000000           1.594903            11.870863           
64.000000           1.552108            9.612110            
65.000000           1.510392            7.682043            
66.000000           1.480107            7.175761            
67.000000           1.453955            6.890916            
68.000000           1.426245            6.840607            
69.000000           1.399818            7.938827            
70.000000           1.376163            7.909775            
71.000000           1.353119            9.387205            
72.000000           1.327045            9.392566            
73.000000           1.304012            9.201643            
74.000000           1.278591            9.131258            
75.000000           1.256159            8.190032            
76.000000           1.230668            7.611956            
77.000000           1.198772            6.779755            
78.000000           1.169807            7.077529            
79.000000           1.139449            9.302003            
80.000000           1.111864            6.172288            
81.000000           1.081110            5.933259            
82.000000           1.060317            5.946135            
83.000000           1.040559            6.598495            
84.000000           1.018466            6.648660            
85.000000           0.997860            7.735629            
86.000000           0.970581            8.027937            
87.000000           0.947680            7.383237            
88.000000           0.929377            7.543296            
89.000000           0.908322            6.861039            
90.000000           0.892647            6.934067            
91.000000           0.875405            6.499223            
92.000000           0.863680            6.490687            
93.000000           0.851415            6.465284            
94.000000           0.840880            6.466575            
95.000000           0.830003            6.439119            
96.000000           0.820287            6.457210            
97.000000           0.812318            6.456123            
98.000000           0.803623            6.453981            
99.000000           0.795337            6.457776            
100.000000          0.787480            6.470907            
101.000000          0.780208            6.325161            
102.000000          0.771896            6.316733            
103.000000          0.764421            7.838399            
104.000000          0.757411            6.951679            
105.000000          0.750751            7.140554            
106.000000          0.744014            7.130019            
107.000000          0.737614            7.161619            
108.000000          0.730789            7.607407            
109.000000          0.723970            7.622622            
110.000000          0.717280            7.599061            
111.000000          0.710493            7.570744            
112.000000          0.704337            7.669393            
113.000000          0.697970            7.676406            
114.000000          0.691895            8.063025            
115.000000          0.685898            8.158825            
116.000000          0.679261            8.078220            
117.000000          0.672225            8.275861            
118.000000          0.666756            9.019436            
119.000000          0.661271            9.312631            
120.000000          0.656592            9.338134            
121.000000          0.651390            8.794924            
122.000000          0.644742            8.741511            
123.000000          0.639053            8.726755            
124.000000          0.633588            8.280724            
125.000000          0.628643            8.354408            
126.000000          0.622523            8.448026            
127.000000          0.616596            7.997909            
128.000000          0.611390            7.901786            
129.000000          0.607531            7.884605            
130.000000          0.603176            7.936919            
131.000000          0.599038            8.307698            
132.000000          0.594246            8.545399            
133.000000          0.590856            8.573055            
134.000000          0.586384            8.712057            
135.000000          0.582735            9.274520            
136.000000          0.579949            9.106966            
137.000000          0.577400            8.698330            
138.000000          0.574581            9.559465            
139.000000          0.571473            9.633576            
140.000000          0.568579            10.280675           
141.000000          0.565201            10.420046           
142.000000          0.562917            10.242923           
143.000000          0.560601            10.218610           
144.000000          0.557881            9.404672            
145.000000          0.554687            9.415037            
146.000000          0.552204            9.834293            
147.000000          0.550077            9.845273            
148.000000          0.548083            9.955415            
149.000000          0.545339            10.012840           
150.000000          0.542694            9.723274            
151.000000          0.541619            9.688456            
152.000000          0.540903            9.604197            
153.000000          0.539975            10.382682           
154.000000          0.539103            10.411427           
155.000000          0.537701            10.396779           
156.000000          0.536289            10.531719           
157.000000          0.534694            10.481043           
158.000000          0.533082            10.623956           
159.000000          0.530953            10.510497           
160.000000          0.529626            10.942116           
161.000000          0.528746            11.709841           
162.000000          0.528202            11.893736           
163.000000          0.527479            11.437498           
164.000000          0.526228            11.457251           
165.000000          0.525276            11.431667           
166.000000          0.524213            11.566738           
167.000000          0.523094            12.366177           
168.000000          0.522473            12.498193           
169.000000          0.521302            12.482839           
170.000000          0.519943            12.771846           
171.000000          0.519198            12.537873           
172.000000          0.518314            12.365704           
173.000000          0.517813            13.367763           
174.000000          0.517245            14.381930           
175.000000          0.516238            14.472277           
176.000000          0.515213            13.883145           
177.000000          0.514763            12.854390           
178.000000          0.514305            13.151866           
179.000000          0.513426            13.124950           
180.000000          0.512566            13.127258           
181.000000          0.512016            13.310003           
182.000000          0.511715            13.298625           
183.000000          0.511020            13.683899           
184.000000          0.510886            13.683864           
185.000000          0.510608            13.671637           
186.000000          0.509990            13.685411           
187.000000          0.509360            13.614769           
188.000000          0.508970            14.023675           
189.000000          0.508786            12.766376           
190.000000          0.507876            12.931260           
191.000000          0.507426            13.028572           
192.000000          0.507101            14.366740           
193.000000          0.506588            14.643688           
194.000000          0.506120            13.517541           
195.000000          0.505673            13.536659           
196.000000          0.505423            12.420880           
197.000000          0.504981            12.610663           
198.000000          0.504839            12.810110           
199.000000          0.504054            13.746693           
200.000000          0.503260            13.486262           
201.000000          0.503075            13.447806           
202.000000          0.502683            13.624277           
203.000000          0.502467            13.645122           
204.000000          0.502142            13.469890           
205.000000          0.501550            13.557021           
206.000000          0.501146            13.551904           
207.000000          0.501132            13.736616           
208.000000          0.500797            14.250315           
209.000000          0.500494            13.983645           
210.000000          0.499790            13.634989           
211.000000          0.499111            13.706823           
212.000000          0.499088            13.479524           
213.000000          0.498424            13.267880           
213.000000          0.498424            13.267880           
214.000000          0.494312            13.486394           
215.000000          0.494147            15.018936           
216.000000          0.494125            14.417296           
217.000000          0.493751            12.736467           
218.000000          0.493239            13.033167           
219.000000          0.493146            13.174096           
220.000000          0.492497            12.905533           
221.000000          0.492181            12.598982           
221.000000          0.492181            12.598982           
222.000000          0.489690            12.401342           
223.000000          0.488804            12.357339           
223.000000          0.488804            12.357339           
