Iteration           EnergyValue II      EnergyValue MDCA    
0.000000            1.998901            13.149237           
1.000000            1.920329            13.803255           
2.000000            1.850541            14.208817           
3.000000            1.781649            14.889703           
4.000000            1.723688            17.271718           
5.000000            1.674367            17.150903           
6.000000            1.629726            17.142020           
7.000000            1.590265            16.431330           
8.000000            1.557361            15.687164           
9.000000            1.529329            16.004121           
10.000000           1.503545            16.343151           
11.000000           1.480257            16.848104           
12.000000           1.459861            16.572258           
13.000000           1.444076            17.327526           
14.000000           1.427540            17.100910           
15.000000           1.414596            17.214776           
16.000000           1.401970            17.308429           
17.000000           1.392290            16.483002           
18.000000           1.383699            16.760156           
19.000000           1.376291            17.624975           
20.000000           1.370265            17.671566           
21.000000           1.365024            17.957825           
22.000000           1.359053            16.973530           
23.000000           1.354269            18.815142           
24.000000           1.350195            17.900023           
25.000000           1.345913            18.359775           
26.000000           1.341105            18.227423           
27.000000           1.336954            18.978457           
28.000000           1.332852            17.943289           
29.000000           1.328686            18.351779           
30.000000           1.324943            18.745005           
31.000000           1.320280            18.732871           
32.000000           1.317089            21.234909           
33.000000           1.313634            20.173318           
34.000000           1.309991            20.078605           
35.000000           1.306626            20.513260           
36.000000           1.303294            20.892501           
37.000000           1.299726            20.355163           
38.000000           1.296748            19.514347           
39.000000           1.293457            20.339483           
40.000000           1.290124            20.802342           
41.000000           1.287437            21.387755           
42.000000           1.284472            21.756671           
43.000000           1.281958            21.487136           
44.000000           1.279631            21.413813           
45.000000           1.277223            23.118859           
46.000000           1.275090            23.261062           
47.000000           1.272885            24.335783           
48.000000           1.269989            23.646313           
49.000000           1.267344            23.949994           
50.000000           1.265020            25.841526           
51.000000           1.262829            24.922954           
52.000000           1.259819            25.931867           
53.000000           1.257288            26.013128           
54.000000           1.254985            25.912948           
55.000000           1.252663            25.897139           
56.000000           1.250711            26.159047           
57.000000           1.249217            26.057594           
58.000000           1.247564            28.058374           
59.000000           1.245958            28.069087           
60.000000           1.244294            27.538006           
61.000000           1.242328            29.227913           
62.000000           1.240131            29.739957           
63.000000           1.238544            29.766413           
64.000000           1.236770            29.122223           
65.000000           1.235346            28.411223           
66.000000           1.234055            28.398242           
67.000000           1.232797            28.462456           
68.000000           1.231054            28.243083           
69.000000           1.229198            29.334733           
70.000000           1.227502            29.529733           
71.000000           1.226923            29.082198           
72.000000           1.225923            29.120190           
73.000000           1.224778            28.473334           
74.000000           1.223784            30.011087           
75.000000           1.222610            28.147801           
76.000000           1.221464            29.798096           
77.000000           1.220290            30.031531           
78.000000           1.218863            29.935140           
79.000000           1.218276            29.925917           
80.000000           1.217513            30.291577           
81.000000           1.216523            30.220478           
82.000000           1.214494            31.109319           
83.000000           1.213966            31.095865           
84.000000           1.213486            32.082582           
85.000000           1.212572            30.781255           
86.000000           1.211713            30.818003           
87.000000           1.211135            30.785512           
88.000000           1.210269            30.949783           
89.000000           1.209865            31.814990           
90.000000           1.209569            31.825776           
91.000000           1.208864            33.409296           
92.000000           1.207968            33.471386           
93.000000           1.207539            32.536749           
94.000000           1.206713            32.682656           
95.000000           1.206325            32.499770           
96.000000           1.206102            31.166899           
97.000000           1.205185            31.279086           
98.000000           1.204732            32.047766           
99.000000           1.203639            31.091868           
100.000000          1.202555            30.903506           
101.000000          1.202096            31.365656           
102.000000          1.201624            31.486743           
103.000000          1.201450            30.715226           
104.000000          1.200736            30.533125           
105.000000          1.199947            31.134879           
106.000000          1.199546            31.022325           
107.000000          1.199059            32.370188           
108.000000          1.198559            33.157514           
109.000000          1.198212            32.997842           
110.000000          1.198187            33.695002           
111.000000          1.198107            34.260390           
112.000000          1.198053            34.364771           
113.000000          1.197691            35.519563           
114.000000          1.197417            34.875321           
114.000000          1.197417            34.875321           
115.000000          1.103891            34.988668           
116.000000          1.103742            34.849338           
117.000000          1.103366            35.620481           
118.000000          1.103203            34.865219           
119.000000          1.103143            35.067186           
120.000000          1.102365            34.809926           
121.000000          1.101699            36.189905           
121.000000          1.101699            36.189905           
122.000000          1.032599            37.133410           
123.000000          1.031927            30.835999           
124.000000          1.030987            31.228504           
125.000000          1.029525            31.475177           
126.000000          1.028388            31.809571           
127.000000          1.028263            30.907379           
128.000000          1.027969            31.619566           
128.000000          1.027969            31.619566           
129.000000          0.979137            31.600143           
130.000000          0.978929            31.029552           
131.000000          0.978528            30.843570           
131.000000          0.978528            30.843570           
132.000000          0.939385            31.017961           
133.000000          0.938632            32.543672           
134.000000          0.938462            32.472329           
135.000000          0.938057            30.803039           
136.000000          0.937999            30.441426           
137.000000          0.937987            30.345919           
137.000000          0.937987            30.345919           
138.000000          0.921834            32.654614           
