#It	EnergyValue
1	3.14138
2	3.09969
3	3.0672
4	3.03775
5	3.02727
6	3.01525
7	3.00454
8	2.99512
9	2.99149
10	2.98277
11	2.98128
12	2.97769
13	2.97635
14	2.96846
15	2.96743
16	2.96405
17	2.96273
18	2.9612
19	2.96033
20	2.95979
21	2.95913
22	2.95908
23	2.95901
24	2.95879
25	2.95847
26	2.95811
27	2.95809
28	2.95803
29	2.95777


#549s 549447ms 549447338us 
Initial digital shape size: 10837 pixels.
